customer_id,fico_score,fico_rating
3934581,631,3
7841482,669,2
7546945,620,4
7400126,613,4
4695038,659,2
5723791,635,3
5779794,668,2
4296039,556,5
7552205,755,1
6271320,716,1
2047689,632,3
2609642,674,2
4604953,650,3
4916953,538,5
8428794,579,5
3363919,582,5
6963636,630,3
7202428,576,5
4350561,678,2
1158472,575,5
8697809,599,4
4296400,599,4
4193783,688,2
1545169,624,3
4335205,621,4
7307413,711,1
8845246,690,1
5802906,675,2
2005665,581,5
3680589,544,5
1439177,654,2
8832244,651,3
5051380,665,2
1647920,569,5
4634281,565,5
3769551,580,5
5756895,629,3
8628420,615,4
7276984,697,1
6083191,670,2
8493019,645,3
3770679,580,5
4887815,546,5
1371545,680,2
4499826,661,2
1020061,640,3
5559420,667,2
7285079,570,5
1720868,656,2
1028654,627,3
3519537,576,5
2604885,616,4
7069791,588,4
5396575,595,4
1707239,649,3
7292144,646,3
8968716,656,2
6862671,631,3
2357211,617,4
5769593,612,4
8407095,690,1
6576862,669,2
3540593,681,2
4606065,612,4
6549782,579,5
3404725,582,5
8603710,702,1
3859568,658,2
5004847,659,2
6277991,565,5
4331213,776,1
4666013,634,3
5871585,736,1
5413066,629,3
1511188,618,4
7052147,671,2
1256952,598,4
2197571,590,4
7288129,678,2
8436455,764,1
1362452,693,1
2827060,707,1
2855487,590,4
1980426,579,5
8821049,611,4
3157123,711,1
5512849,643,3
6061327,621,4
2284516,693,1
7281206,531,5
6295568,563,5
8917529,494,5
5417845,631,3
7733921,596,4
8178183,536,5
5391709,715,1
5561012,635,3
4516394,702,1
3584588,666,2
1768647,659,2
3671605,460,5
2371099,534,5
6513386,638,3
2045672,643,3
5399579,532,5
2255878,669,2
8580183,737,1
3947257,618,4
2995439,585,5
5971264,659,2
7579309,741,1
1947543,614,4
2768509,596,4
4547037,550,5
8035625,748,1
2277905,658,2
6883541,604,4
2151633,596,4
4244867,582,5
8314970,678,2
5547591,721,1
2701532,564,5
8769267,444,5
8779635,644,3
5756030,687,2
8616155,659,2
3054807,734,1
5994878,697,1
1795927,688,2
1363623,688,2
5247354,669,2
4696756,733,1
6533461,618,4
7888346,573,5
1325048,636,3
6690440,667,2
7820525,600,4
3747842,583,5
1158752,685,2
1293825,685,2
2114595,620,4
3992118,798,1
2998109,601,4
4513114,626,3
1387769,583,5
5200380,613,4
6711687,692,1
8953081,697,1
4428241,649,3
3432703,640,3
4530584,671,2
1553602,533,5
6339447,710,1
6549361,633,3
5708050,525,5
1011637,744,1
3158300,703,1
2894675,520,5
1593263,526,5
4994031,637,3
4917015,724,1
3645784,594,4
7368622,711,1
8872311,702,1
6475338,583,5
3828435,614,4
8548746,689,1
7403804,632,3
1540288,534,5
6594148,527,5
4626798,639,3
1112744,693,1
1237229,664,2
3876341,694,1
5376255,623,4
6716168,684,2
1979964,766,1
1906042,787,1
3395179,594,4
1452287,619,4
7779970,673,2
5161449,675,2
7293223,524,5
8767864,720,1
5363682,587,5
5816386,643,3
4226325,572,5
7377840,682,2
3307631,713,1
2382376,682,2
6066730,801,1
5387191,623,4
5460849,680,2
8243602,560,5
3020169,735,1
8761571,697,1
4015637,624,3
4772900,690,1
8602547,625,3
7863274,626,3
2586208,648,3
3253870,518,5
3832882,671,2
7922356,639,3
7156180,553,5
7391158,527,5
3097093,656,2
8490683,557,5
7809785,668,2
5769396,679,2
2860204,632,3
1815900,600,4
3955963,579,5
1026260,594,4
5801109,667,2
8104269,586,5
8259740,658,2
8853921,605,4
3575305,449,5
4197931,595,4
7028158,616,4
4690993,494,5
4949319,625,3
5977447,644,3
6053019,558,5
6862544,658,2
8961685,542,5
5393992,634,3
2220341,613,4
4868301,537,5
7948114,611,4
5973959,697,1
7879698,628,3
8533572,682,2
2196702,743,1
1730779,658,2
4190822,587,5
1595432,635,3
5515323,688,2
3834423,676,2
6993441,661,2
1341468,651,3
1440960,668,2
5693718,685,2
6861510,718,1
2199041,713,1
7371387,564,5
7224105,695,1
4513011,554,5
7639867,670,2
2974980,683,2
6597386,649,3
8736120,547,5
8827558,633,3
3907490,633,3
2349962,599,4
5987418,714,1
3121727,600,4
4440192,709,1
2041870,540,5
6752397,589,4
5165627,568,5
4951317,697,1
4568515,589,4
1658565,750,1
4034388,651,3
5811347,720,1
3119082,678,2
1438730,647,3
5654996,674,2
6261846,585,5
4191913,680,2
7161902,698,1
6494317,755,1
2889572,708,1
3459671,589,4
1407092,591,4
1374120,577,5
8254325,663,2
3243923,594,4
2330260,717,1
4374080,616,4
2571526,546,5
8549208,618,4
3284994,663,2
4299900,578,5
4750132,584,5
1960234,704,1
1218507,746,1
3544936,607,4
7134136,603,4
5343398,629,3
4708668,737,1
8826510,620,4
1061612,643,3
1249122,550,5
6228937,695,1
4798547,682,2
3605068,503,5
7658965,580,5
4794468,714,1
6572196,639,3
4288047,662,2
5097771,680,2
2459178,620,4
7871276,684,2
6624854,669,2
6763019,665,2
5265988,739,1
7753495,659,2
2630578,605,4
8817517,637,3
1796381,690,1
4480238,641,3
4407963,761,1
8183316,639,3
2690869,623,4
6595443,622,4
3539653,672,2
4525710,554,5
5111576,660,2
4656102,622,4
7820512,651,3
7181852,810,1
2821972,624,3
8631478,686,2
2610586,695,1
5542505,610,4
6391182,655,2
6339806,571,5
3942032,685,2
1845246,538,5
3527501,557,5
7061020,773,1
6785127,575,5
1198308,574,5
8123232,717,1
3438474,634,3
1026773,669,2
1750693,711,1
3264131,651,3
6896036,681,2
8502290,638,3
8457591,557,5
8660836,563,5
1294229,529,5
7264776,408,5
1819848,689,1
6643669,694,1
6635031,689,1
2332067,658,2
3706203,683,2
3180733,623,4
5894791,625,3
8618306,605,4
7411504,651,3
8595048,547,5
4709666,693,1
2245926,604,4
2887035,696,1
5730029,674,2
2640906,703,1
3239793,693,1
6682975,610,4
4686171,713,1
2306132,644,3
4752134,678,2
8032983,553,5
7085860,674,2
5781297,653,3
5010492,685,2
5028898,584,5
6037022,644,3
5363478,640,3
1175394,644,3
7001817,641,3
6825813,749,1
6366263,793,1
2326637,587,5
1045638,571,5
7421497,748,1
8115503,694,1
2582694,656,2
6694480,541,5
6090232,661,2
1052048,619,4
7945788,708,1
6869178,701,1
3708439,625,3
1326617,644,3
8477638,694,1
4927941,618,4
1998635,641,3
7079625,655,2
5618449,652,3
5533610,700,1
4952283,726,1
2900752,597,4
3861539,686,2
8606199,662,2
3668667,635,3
2096968,742,1
4803859,725,1
2708603,697,1
1463142,650,3
2471792,675,2
1724434,463,5
4385683,649,3
3125934,703,1
6257853,639,3
2006889,675,2
5359077,615,4
5025641,699,1
1436398,611,4
8990978,620,4
7341284,536,5
6883830,668,2
6608283,643,3
8410390,501,5
8948931,630,3
4662381,595,4
1238120,712,1
4245727,554,5
8074217,723,1
1186457,622,4
3482373,713,1
8386172,634,3
5501375,620,4
6723506,622,4
3096188,663,2
4497737,597,4
4079068,544,5
6382599,609,4
8295347,595,4
8292190,697,1
5256765,638,3
5977314,622,4
7097488,732,1
1763772,637,3
2192808,711,1
1638890,590,4
5749596,584,5
2629611,683,2
2051057,587,5
7247970,698,1
1354916,717,1
4869013,712,1
8052404,577,5
6441468,646,3
1758793,617,4
3131873,791,1
6130166,626,3
4703632,749,1
2754599,679,2
6885536,590,4
8652414,689,1
8147812,581,5
2009971,610,4
4937997,654,2
8965480,620,4
8592009,548,5
5052854,594,4
2059373,731,1
2135256,747,1
1192025,592,4
7849429,643,3
8660570,657,2
5759180,658,2
1502843,667,2
7466892,716,1
7964220,632,3
5250002,606,4
2539014,578,5
7352454,758,1
5505621,653,3
1846093,622,4
3189669,691,1
7840923,583,5
8447957,518,5
1254674,525,5
8533010,713,1
5355296,535,5
2899955,615,4
1039905,589,4
4355986,613,4
3449113,530,5
7296373,674,2
6789302,667,2
1352601,587,5
5600344,763,1
7272097,607,4
4556671,621,4
4144840,610,4
6159160,560,5
1199684,629,3
5252000,705,1
7761850,687,2
4364584,687,2
1247439,575,5
6175571,623,4
8884870,743,1
8987032,604,4
3296154,565,5
6124508,634,3
6012774,650,3
2085817,707,1
2347449,686,2
4857196,597,4
7752811,596,4
5382394,679,2
1855303,611,4
6767620,687,2
7502686,714,1
1680155,503,5
8920080,700,1
1104109,557,5
5771923,610,4
7750917,700,1
1008145,632,3
7914086,697,1
5565993,645,3
7073553,584,5
7612560,607,4
8471315,618,4
3623688,666,2
3643046,732,1
7268331,630,3
4825207,621,4
2174222,698,1
5398620,572,5
3338235,641,3
5003107,542,5
4298480,647,3
8290814,670,2
7390607,503,5
7813143,711,1
7793061,782,1
6347874,672,2
1653529,586,5
7205446,599,4
3068766,552,5
1402134,515,5
8080611,574,5
3451009,625,3
1551089,769,1
8133772,741,1
2069625,632,3
2223838,669,2
7976497,649,3
1541790,698,1
2913882,724,1
8927279,674,2
1905235,601,4
3327814,659,2
8453336,571,5
6086282,626,3
8932178,784,1
6340718,634,3
6630964,577,5
2581858,716,1
2101762,659,2
5995310,657,2
2848063,520,5
6705531,650,3
6167360,746,1
4944430,691,1
8334409,728,1
7501861,689,1
7561758,558,5
4382643,674,2
7164494,660,2
2946327,581,5
2888674,665,2
4669589,659,2
7794555,525,5
4230138,602,4
1935456,606,4
6277246,699,1
5946276,596,4
7734665,497,5
4067700,687,2
3169671,727,1
1548164,669,2
5664307,610,4
4071589,576,5
8405997,743,1
7952360,537,5
2913598,652,3
5806649,635,3
6086863,573,5
3521910,746,1
4975596,730,1
7924887,584,5
1570037,653,3
8827624,594,4
5382252,668,2
3623330,665,2
4502248,656,2
3217780,685,2
7619767,634,3
3822202,512,5
8003728,670,2
7551328,642,3
4863783,671,2
5047739,678,2
8610288,664,2
7773641,650,3
2785347,615,4
3971952,645,3
1145722,644,3
4989213,591,4
2366666,617,4
4227819,506,5
2893213,640,3
3898789,734,1
7469013,691,1
3632477,699,1
4219099,578,5
6892958,667,2
8668550,826,1
6635732,693,1
5426273,596,4
4960968,713,1
3861860,690,1
6221321,563,5
7505000,600,4
1221382,693,1
6747436,627,3
7420970,594,4
7838820,613,4
2443238,698,1
3763341,668,2
6803981,666,2
7242465,735,1
6300836,722,1
1358683,624,3
5442895,733,1
6324641,677,2
8726073,702,1
3240520,622,4
2744946,636,3
7057508,652,3
5562138,737,1
2738116,623,4
4254020,598,4
6231009,653,3
8357061,566,5
1450247,619,4
3749924,731,1
1056454,647,3
6455990,636,3
8378564,587,5
6865674,593,4
1001059,684,2
1509555,593,4
5915713,675,2
7638864,642,3
8162001,597,4
8072617,661,2
1601609,693,1
6536254,608,4
7548945,549,5
1838109,791,1
4419787,608,4
3487499,626,3
1047437,620,4
4336776,661,2
8604486,680,2
3876157,628,3
5713436,668,2
6134135,629,3
6521000,656,2
7820923,631,3
5451380,651,3
7778813,552,5
8967121,701,1
5426754,684,2
3222319,616,4
4904933,700,1
5259489,690,1
6769163,633,3
3647821,666,2
6130948,559,5
5406406,630,3
5536766,537,5
2331393,700,1
2579068,699,1
3645629,597,4
4898185,627,3
4726842,597,4
7740109,668,2
2212980,667,2
6290747,626,3
7830976,687,2
6853077,755,1
3432373,589,4
8030352,706,1
5930590,634,3
7317998,565,5
5897045,492,5
7994039,636,3
5605235,616,4
1052192,658,2
8943207,722,1
6712264,679,2
3443303,584,5
3436194,609,4
3139232,742,1
1250602,584,5
4545556,606,4
5466207,658,2
5170217,690,1
1504299,649,3
7894013,650,3
2088887,615,4
5366523,620,4
5393292,622,4
3451952,651,3
6164422,622,4
1555905,632,3
6640520,615,4
1325537,494,5
8586659,589,4
5516505,647,3
2868015,685,2
1981425,614,4
4846989,662,2
4402294,539,5
5556541,589,4
2550732,626,3
1716184,629,3
7030220,522,5
1137519,684,2
6290715,675,2
2796500,635,3
5440309,628,3
8429153,598,4
4096418,610,4
2851148,630,3
5140585,561,5
8552398,651,3
8686940,713,1
1945630,691,1
8453672,671,2
4751584,538,5
7654997,609,4
3292947,609,4
1579460,662,2
1907107,700,1
6251795,608,4
8627023,687,2
5261930,722,1
6807758,517,5
7064816,638,3
2973250,551,5
8693138,727,1
8570730,638,3
8192521,743,1
8807140,674,2
2981765,611,4
1454384,638,3
3676950,680,2
8439922,647,3
8565164,592,4
6153585,595,4
2661344,665,2
1357554,635,3
6522091,722,1
6762170,713,1
3331844,594,4
5041525,671,2
5365124,639,3
4117585,608,4
6002404,600,4
2254888,565,5
5518640,701,1
5403829,654,2
2566696,507,5
6362857,662,2
2482833,555,5
5294135,561,5
6636939,563,5
3325845,626,3
7526118,580,5
8790295,557,5
3846787,573,5
1203488,628,3
7600372,585,5
3982845,668,2
4535359,664,2
7417868,653,3
2291378,565,5
2906932,662,2
4467116,618,4
3400659,614,4
4824418,579,5
1928991,613,4
3897852,555,5
7822736,706,1
2344535,740,1
5148103,608,4
8334607,677,2
5215891,640,3
2086096,561,5
3737765,583,5
6549053,516,5
6973483,767,1
2677921,566,5
5912632,621,4
8912577,737,1
7577291,622,4
8487426,576,5
6470633,659,2
2106377,517,5
4451126,638,3
8160937,598,4
1412980,579,5
4319695,544,5
6204456,664,2
8975947,621,4
2705144,670,2
4044993,648,3
3641478,700,1
1071579,788,1
2750958,576,5
4600077,603,4
5593005,699,1
4406009,692,1
8862724,536,5
6989501,636,3
1931860,634,3
3082840,709,1
6857644,563,5
8461284,650,3
6763383,656,2
1666246,574,5
2094150,642,3
1269009,547,5
3320662,669,2
1350047,612,4
6303004,580,5
8428719,544,5
8421633,654,2
5278170,637,3
4935334,693,1
2064276,640,3
4158282,653,3
1279403,572,5
2262944,601,4
3889766,674,2
5839869,647,3
6489976,683,2
1928488,739,1
5807885,653,3
6858904,581,5
1407014,584,5
3430825,700,1
4208166,650,3
6952424,655,2
4272328,582,5
7459086,585,5
4223198,669,2
6006692,559,5
3760815,561,5
4046597,657,2
5179514,563,5
6720968,651,3
4632411,710,1
1240967,615,4
3319297,663,2
2916660,656,2
1605312,675,2
6405024,684,2
5155618,701,1
6179562,630,3
1592093,652,3
2197879,645,3
5808595,630,3
2027127,651,3
7720454,589,4
1026777,529,5
6346270,600,4
4436580,573,5
1337395,438,5
6130496,626,3
3127464,752,1
4993902,680,2
6404023,708,1
7368948,685,2
2621176,499,5
7761691,667,2
6266680,720,1
5743959,527,5
5669095,665,2
7742371,602,4
4236767,705,1
5451889,671,2
1008677,650,3
4185335,628,3
4813181,645,3
2881107,535,5
2605971,638,3
4188269,673,2
1962993,712,1
7360289,656,2
4824709,612,4
7591616,603,4
7831313,612,4
5683846,565,5
1991456,620,4
1498771,557,5
8172267,671,2
2991791,683,2
1096584,850,1
8282546,534,5
4623118,635,3
8712609,644,3
3824176,779,1
5296236,683,2
8157022,632,3
4213817,597,4
3299089,689,1
5863388,671,2
5232755,630,3
4331518,631,3
2268643,643,3
2475442,704,1
2707544,627,3
6135719,631,3
1799938,719,1
5046778,649,3
1371299,633,3
4416682,506,5
8499349,663,2
4076600,594,4
5280872,652,3
2993693,718,1
6308203,594,4
6892218,648,3
6853894,730,1
7036747,766,1
6166516,592,4
7724981,580,5
6365044,688,2
8735408,722,1
2731467,602,4
3750794,628,3
7745146,712,1
7065956,595,4
7556655,694,1
5702918,591,4
3392817,656,2
2713505,561,5
3174925,728,1
7569431,688,2
5991854,650,3
8412114,617,4
5870426,647,3
4841078,581,5
4525864,746,1
7652194,690,1
5165327,577,5
1920476,578,5
7835713,706,1
1572963,686,2
4013424,688,2
4020075,695,1
6900662,683,2
1114037,637,3
4764480,606,4
4943570,676,2
7261260,693,1
1287863,681,2
3330704,730,1
1864387,645,3
7901646,598,4
5914675,611,4
3149102,712,1
3782056,579,5
3319486,642,3
6004109,637,3
6519631,690,1
3184447,643,3
1427083,673,2
4976914,567,5
2187273,641,3
2456042,586,5
7424428,685,2
4113946,559,5
3332589,660,2
4101736,723,1
1932456,621,4
6324368,609,4
3568476,650,3
4146423,670,2
1654953,756,1
5356321,580,5
4547489,606,4
2090995,654,2
8473246,726,1
8284408,636,3
4495137,610,4
1490068,568,5
1994799,724,1
5502768,626,3
4554149,690,1
2878502,568,5
2992609,639,3
4250150,618,4
7241638,592,4
3201686,627,3
6357804,666,2
1850658,621,4
6336980,645,3
6432099,797,1
6621645,559,5
3511417,632,3
2687010,587,5
1049550,671,2
6028718,699,1
4956779,647,3
2483388,736,1
1530432,656,2
3212644,654,2
5582167,587,5
1501372,783,1
5863546,621,4
8941120,574,5
1269279,739,1
6379071,659,2
7618083,631,3
1200576,629,3
4526682,700,1
6059626,517,5
8831772,658,2
6047923,592,4
5869277,688,2
7250890,557,5
5848904,731,1
2445827,573,5
2083850,626,3
6848955,539,5
1999967,620,4
3535937,714,1
8550661,618,4
6377576,609,4
5274225,710,1
4241979,617,4
3467078,665,2
4416091,559,5
6876224,657,2
2006312,543,5
7019364,564,5
2513750,619,4
1160189,685,2
5332164,647,3
1292861,696,1
3052136,552,5
1088189,557,5
8103209,701,1
3988102,714,1
8307090,739,1
4597870,602,4
7366313,639,3
4733071,665,2
4478536,687,2
1997918,649,3
3553202,661,2
6331647,607,4
2572737,537,5
5704154,663,2
8534969,703,1
2380154,648,3
8229110,611,4
2571301,547,5
1740729,739,1
4751873,618,4
6462293,617,4
7918247,622,4
2254030,628,3
6783766,622,4
5121884,666,2
2153955,676,2
8833705,492,5
7740962,511,5
2586732,638,3
4716785,715,1
3603460,568,5
3367429,620,4
8013406,531,5
3273968,508,5
3763682,686,2
3866772,725,1
3114995,727,1
8077521,675,2
5211224,593,4
6589874,713,1
1263906,627,3
8352665,555,5
5550189,707,1
5335677,633,3
3465526,654,2
1464167,676,2
7795620,611,4
1807430,735,1
7495567,720,1
8491041,632,3
3152154,586,5
4360526,587,5
7294591,590,4
8520399,672,2
3171502,584,5
6531635,675,2
3480477,721,1
3625152,677,2
3184868,559,5
8632696,651,3
5310041,682,2
8836053,602,4
4853390,623,4
7135310,649,3
4644814,526,5
7729525,631,3
3145359,608,4
2274563,699,1
2732054,713,1
1441359,553,5
1753202,671,2
8413503,592,4
4201202,662,2
1930980,597,4
8911455,680,2
6372488,657,2
8295874,643,3
6492472,736,1
5125072,646,3
6874426,657,2
7195471,532,5
3513892,556,5
3788590,639,3
6256291,571,5
5237563,599,4
1859908,699,1
7378076,616,4
8235872,587,5
6487085,562,5
6240036,718,1
4429782,700,1
4430408,533,5
5494062,551,5
2354593,450,5
6597613,674,2
7800580,665,2
8946749,639,3
4420536,562,5
2802189,589,4
5166770,555,5
1616843,598,4
2120335,590,4
8900968,623,4
1935002,607,4
8057481,715,1
5151563,710,1
7796435,631,3
8253652,636,3
4377438,602,4
8086988,704,1
6757800,661,2
5781133,749,1
4507420,629,3
1853612,685,2
5711684,674,2
4002082,535,5
7493961,775,1
4483116,733,1
7399516,564,5
3014968,649,3
5099277,601,4
6378554,626,3
7546993,545,5
7151197,647,3
7974412,620,4
2390327,562,5
5863537,657,2
6603823,661,2
8304658,648,3
2503891,568,5
4762095,548,5
8208106,518,5
2672263,670,2
3897933,772,1
3235789,536,5
2101535,672,2
7033958,707,1
5233091,605,4
5603641,722,1
1509457,624,3
8741466,693,1
8143644,624,3
1159342,661,2
3207994,685,2
1411427,590,4
5362441,662,2
3117318,635,3
1811166,650,3
2057735,676,2
8830284,599,4
7307855,706,1
7441023,701,1
4475818,663,2
6992223,602,4
4985870,502,5
8492828,679,2
7793360,578,5
2047949,713,1
4113439,597,4
4846567,614,4
4129215,542,5
1685254,678,2
5548814,591,4
7764639,648,3
5705345,656,2
8620904,685,2
4567220,664,2
7092766,638,3
4549668,663,2
4252308,672,2
2984222,728,1
5775632,556,5
2010413,623,4
1348495,635,3
5026461,657,2
5007030,724,1
7036694,679,2
4229999,617,4
7060520,641,3
5547803,675,2
3944086,605,4
2324416,590,4
1416099,600,4
1740544,674,2
8159984,712,1
5940313,532,5
5291864,573,5
4243927,514,5
7242040,640,3
8992685,654,2
4546001,681,2
1722031,744,1
4681839,622,4
4730794,726,1
7852309,623,4
3774823,616,4
7224713,677,2
5083349,648,3
2200226,618,4
7858211,684,2
3538111,722,1
8341046,789,1
6792227,721,1
6660924,695,1
2287755,603,4
6118092,696,1
6231319,576,5
7941692,652,3
8565367,599,4
2341779,712,1
3006957,588,4
6877415,754,1
5641892,563,5
7171578,649,3
3583335,726,1
8904188,634,3
4828315,703,1
3328096,605,4
6138562,628,3
1067794,502,5
8181827,626,3
5794816,627,3
6740643,539,5
3412821,633,3
4166459,621,4
6220003,766,1
5001132,587,5
2268423,612,4
5783765,707,1
1581520,558,5
4857644,656,2
8934076,581,5
8302696,583,5
4372380,597,4
7438434,591,4
6272859,729,1
6989720,611,4
5201937,623,4
5275400,539,5
4888567,719,1
4421848,658,2
7170558,628,3
4054122,577,5
7911292,629,3
7124212,696,1
3846934,612,4
7262738,726,1
5820095,589,4
6672827,579,5
5641714,607,4
2768318,693,1
2701310,699,1
1563762,664,2
8906431,708,1
5163803,531,5
1508022,741,1
2914463,683,2
8159405,719,1
2520718,571,5
8763862,637,3
4926866,734,1
5517394,635,3
5429072,697,1
5693785,678,2
7921686,732,1
2482430,641,3
6383943,662,2
7412528,536,5
7163701,679,2
7101823,679,2
3645763,736,1
2283847,708,1
2931314,635,3
7135036,757,1
8128720,628,3
8286145,684,2
8668105,692,1
1269313,616,4
5521032,618,4
2161236,655,2
4157616,573,5
2045265,639,3
8087256,707,1
7046407,575,5
2961313,682,2
1803305,655,2
4982528,657,2
6273437,580,5
7827917,630,3
1235679,702,1
4577708,588,4
5182126,717,1
4703242,619,4
3078155,523,5
7529461,658,2
7592878,554,5
7906774,627,3
7107316,545,5
2716211,749,1
8686164,748,1
5504771,665,2
7413036,570,5
3112448,770,1
1322627,633,3
2525134,587,5
1744935,626,3
1650929,643,3
7212760,725,1
3161695,702,1
7373174,695,1
6320054,629,3
5884832,624,3
1761149,657,2
7752295,639,3
8151317,664,2
8078452,713,1
2384045,603,4
8066216,654,2
6065415,614,4
8936859,605,4
7884934,563,5
1148599,705,1
4254666,574,5
6937283,744,1
7110682,620,4
2991999,671,2
4583295,601,4
4070533,580,5
4963086,643,3
4783307,605,4
8826143,569,5
8894652,584,5
5490874,551,5
6544414,734,1
7347945,602,4
2299420,619,4
5575090,605,4
6034705,657,2
6211960,653,3
1291622,639,3
6406003,628,3
1617003,536,5
2579646,650,3
2995967,557,5
1958822,532,5
7222532,603,4
5042655,608,4
8296977,602,4
1257082,535,5
6242347,690,1
5273795,542,5
7867056,602,4
7580149,658,2
2423256,646,3
1720192,592,4
3916809,598,4
2072297,576,5
7508303,715,1
6801234,605,4
4234559,593,4
5311659,616,4
3622617,747,1
6652338,655,2
8355883,688,2
7000762,726,1
6293581,671,2
8445699,712,1
5294485,717,1
3461025,699,1
4830099,584,5
6228225,740,1
5676192,652,3
1304033,527,5
3736207,700,1
7639459,498,5
4905725,693,1
5277998,608,4
8610333,712,1
3497227,631,3
2970079,713,1
5050284,600,4
4742049,663,2
4818529,622,4
5116813,577,5
8828108,745,1
7669838,580,5
5721999,580,5
1379526,693,1
3461407,651,3
6327273,633,3
7232865,595,4
4818497,653,3
1284390,573,5
8358982,656,2
5654244,640,3
8158933,622,4
2686119,696,1
4240673,549,5
1827775,628,3
5835599,697,1
4366860,686,2
6184791,593,4
8325661,622,4
2306973,580,5
3488119,687,2
7561860,650,3
5810678,644,3
2349857,555,5
1831206,577,5
2884425,654,2
3918195,479,5
8480814,599,4
4463455,656,2
8338312,466,5
1594506,706,1
3770987,711,1
7094125,628,3
6251078,664,2
1744723,508,5
3071242,675,2
5020487,653,3
7706082,674,2
6373269,642,3
7240749,697,1
3567663,682,2
3447961,689,1
1187833,761,1
2729729,621,4
4266246,712,1
1332765,654,2
5130929,658,2
1828812,582,5
2876179,611,4
8136318,557,5
3570762,711,1
7407670,723,1
5251116,672,2
5579539,637,3
1226414,676,2
8788403,626,3
6069992,649,3
2939617,564,5
1029111,612,4
2889068,610,4
4076817,563,5
5726231,646,3
1171413,554,5
7943931,652,3
2351966,661,2
2742483,571,5
7727278,620,4
4445156,694,1
6646241,592,4
8874287,552,5
3320782,616,4
7312222,639,3
8229723,566,5
6541252,597,4
3445056,514,5
6603844,613,4
2980196,640,3
2200023,544,5
6336215,684,2
5152696,546,5
2800174,636,3
4489237,604,4
6068163,524,5
8712230,611,4
1783083,655,2
7699181,575,5
5354375,712,1
3745459,620,4
7194565,706,1
5916941,626,3
8758415,661,2
1551889,573,5
3437954,654,2
8243624,630,3
1848722,669,2
8077968,638,3
6402319,626,3
3978176,584,5
6920209,651,3
4203485,645,3
6802140,574,5
3882922,615,4
4688647,636,3
7117713,498,5
7917189,721,1
5933917,641,3
5871586,697,1
6853309,628,3
1169612,628,3
5210403,595,4
8769436,682,2
1449582,682,2
6849957,672,2
7750600,626,3
8179442,645,3
3104225,537,5
8343168,621,4
2806386,649,3
3435246,561,5
4869643,577,5
2579024,689,1
2293633,667,2
6218245,646,3
1455444,637,3
5726099,618,4
6331555,522,5
2171618,661,2
4410394,584,5
8486662,750,1
7318999,528,5
6704034,565,5
5629406,643,3
1469181,623,4
3033571,568,5
6047233,710,1
2265776,649,3
5154151,645,3
6375016,737,1
1403590,707,1
4836832,521,5
3288011,735,1
3680654,691,1
1607082,605,4
5056781,687,2
8483461,636,3
2051037,660,2
2808070,610,4
1690401,534,5
4526793,683,2
6551962,713,1
7722431,693,1
7565175,580,5
6055178,662,2
1120027,530,5
6792530,567,5
4431331,618,4
1739137,617,4
7910822,527,5
3486915,676,2
7684895,639,3
5559825,494,5
6853408,581,5
2337257,593,4
2790405,637,3
6602088,731,1
6393811,551,5
5550199,543,5
5493210,642,3
2145127,663,2
6845307,672,2
5655638,667,2
7926368,715,1
8726267,585,5
4483924,672,2
1828564,738,1
8881973,609,4
6153874,673,2
3227444,587,5
5239879,700,1
6448259,632,3
8494961,661,2
2214882,711,1
6351145,695,1
4268157,577,5
5302809,629,3
3930594,713,1
5306050,710,1
4870933,727,1
2898986,661,2
7846131,626,3
5025461,685,2
8684801,610,4
4012761,592,4
3151577,602,4
7623223,678,2
2549835,616,4
3561221,686,2
5245237,587,5
4998111,685,2
7349013,661,2
2158002,599,4
1009032,539,5
3435293,499,5
8852480,517,5
5072126,613,4
4611592,498,5
6205543,642,3
4369075,562,5
2327526,584,5
3882553,539,5
2707392,610,4
2252961,713,1
8241068,586,5
4596201,722,1
8489337,644,3
5992031,652,3
6829407,604,4
6673902,673,2
5192284,657,2
5811002,617,4
5017269,601,4
3321451,690,1
2175414,621,4
6937330,662,2
5914745,562,5
5522252,590,4
7255949,665,2
6869553,633,3
4014630,679,2
5020199,674,2
6541575,662,2
3826912,760,1
8624314,614,4
7352623,737,1
2208016,597,4
6043639,716,1
1676785,660,2
4777198,739,1
5989570,653,3
2651423,614,4
5447421,550,5
4789420,628,3
1593182,626,3
2416200,704,1
5443347,723,1
1499126,723,1
1810295,681,2
4329340,584,5
8310241,491,5
3245794,600,4
6786938,588,4
4038082,585,5
2801528,649,3
5768753,573,5
7246680,688,2
3274746,611,4
6880556,632,3
2089442,620,4
7558514,720,1
6028055,621,4
1644230,743,1
1602378,596,4
5701415,614,4
8621913,624,3
6631500,672,2
5064370,545,5
1207754,736,1
1456677,548,5
7323666,667,2
6090379,614,4
5763983,692,1
6371874,663,2
3222076,616,4
7397097,619,4
4188521,720,1
7178471,532,5
5725787,718,1
2135135,697,1
8875745,609,4
1443534,671,2
7762324,635,3
3088254,541,5
6622886,666,2
2785500,636,3
3854768,657,2
2149643,584,5
3198893,665,2
6243342,617,4
3069781,614,4
2326638,598,4
7286766,597,4
4308701,666,2
4154727,659,2
6995524,652,3
5376052,546,5
7549630,696,1
5281485,653,3
3436178,487,5
1117889,592,4
4156859,541,5
1000324,613,4
1942734,677,2
5212320,666,2
8176049,666,2
8474484,594,4
6616740,614,4
4342006,639,3
